Target PDB,URL,Cluster ID,Cluster Ranking,HADDOCK score,Cluster size,RMSD from the overall lowest-energy structure,Van der Waals energy,Electrostatic energy,Desolvation energy,Restraints violation energy,Buried Surface Area,Z-Score,HADDOCK Result PDB Filename
myosin_binder_rabbit_350to450_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347078-myosin_binder_rabbit_350to450_hotspot_1,3,5,-21.9 +/- 4.2,22,17.4 +/- 0.2,-42.1 +/- 9.7,-274.2 +/- 25.2,12.0 +/- 0.9,631.0 +/- 81.5,1697.2 +/- 32.4,0.0,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_350to450_hotspot_1_cluster5.pdb
myosin_binder_rabbit_400to500_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347079-myosin_binder_rabbit_400to500_hotspot_1,1,0,-25.2 +/- 7.5,16,16.2 +/- 0.1,-46.5 +/- 4.1,-226.4 +/- 60.3,3.0 +/- 3.8,636.4 +/- 80.2,1582.3 +/- 49.3,-1.5,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_400to500_hotspot_1_cluster0.pdb
myosin_binder_rabbit_400to500_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347079-myosin_binder_rabbit_400to500_hotspot_1,8,1,-21.8 +/- 4.8,5,15.1 +/- 0.3,-52.5 +/- 5.4,-161.8 +/- 22.4,5.6 +/- 2.8,574.4 +/- 39.4,1678.3 +/- 39.1,-0.8,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_400to500_hotspot_1_cluster1.pdb
myosin_binder_rabbit_400to500_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347079-myosin_binder_rabbit_400to500_hotspot_1,4,2,-21.7 +/- 9.5,10,5.9 +/- 0.5,-45.9 +/- 6.0,-211.9 +/- 12.3,8.0 +/- 0.5,585.9 +/- 61.4,1542.9 +/- 60.5,-0.8,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_400to500_hotspot_1_cluster2.pdb
myosin_binder_rabbit_400to500_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347079-myosin_binder_rabbit_400to500_hotspot_1,5,3,-19.4 +/- 7.6,8,15.8 +/- 0.7,-40.5 +/- 8.0,-217.6 +/- 18.0,5.8 +/- 1.2,589.1 +/- 106.4,1504.5 +/- 60.7,-0.3,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_400to500_hotspot_1_cluster3.pdb
myosin_binder_rabbit_400to500_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347079-myosin_binder_rabbit_400to500_hotspot_1,3,4,-19.0 +/- 6.8,10,13.8 +/- 0.1,-42.6 +/- 7.8,-229.6 +/- 52.9,5.1 +/- 0.5,644.3 +/- 89.4,1673.7 +/- 112.8,-0.2,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_400to500_hotspot_1_cluster4.pdb
myosin_binder_rabbit_400to500_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347079-myosin_binder_rabbit_400to500_hotspot_1,15,5,-19.0 +/- 2.5,4,9.6 +/- 0.2,-38.7 +/- 1.8,-254.9 +/- 24.7,8.3 +/- 1.7,623.9 +/- 37.1,1507.3 +/- 12.6,-0.2,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_400to500_hotspot_1_cluster5.pdb
myosin_binder_rabbit_450to550_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347080-myosin_binder_rabbit_450to550_hotspot_1,11,0,-50.4 +/- 9.4,6,0.8 +/- 0.4,-66.0 +/- 6.2,-203.1 +/- 45.7,11.0 +/- 2.5,452.2 +/- 38.4,1819.5 +/- 85.2,-1.7,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_450to550_hotspot_1_cluster0.pdb
myosin_binder_rabbit_450to550_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347080-myosin_binder_rabbit_450to550_hotspot_1,3,1,-38.9 +/- 3.7,13,13.9 +/- 0.2,-47.2 +/- 4.3,-250.5 +/- 34.4,6.2 +/- 2.6,521.8 +/- 35.2,1535.0 +/- 84.6,-0.9,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_450to550_hotspot_1_cluster1.pdb
myosin_binder_rabbit_450to550_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347080-myosin_binder_rabbit_450to550_hotspot_1,1,2,-38.8 +/- 8.4,34,1.4 +/- 0.7,-54.1 +/- 5.6,-194.8 +/- 49.5,8.9 +/- 1.0,453.6 +/- 72.2,1748.2 +/- 83.6,-0.8,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_450to550_hotspot_1_cluster2.pdb
myosin_binder_rabbit_450to550_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347080-myosin_binder_rabbit_450to550_hotspot_1,14,3,-37.0 +/- 11.6,5,9.4 +/- 0.0,-60.0 +/- 5.6,-181.3 +/- 23.3,5.4 +/- 4.1,537.4 +/- 46.7,1771.5 +/- 145.3,-0.7,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_450to550_hotspot_1_cluster3.pdb
myosin_binder_rabbit_450to550_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347080-myosin_binder_rabbit_450to550_hotspot_1,6,4,-31.7 +/- 3.7,11,16.7 +/- 0.1,-46.2 +/- 2.4,-250.1 +/- 11.6,7.4 +/- 3.9,571.9 +/- 34.4,1588.8 +/- 31.7,-0.3,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_450to550_hotspot_1_cluster4.pdb
myosin_binder_rabbit_450to550_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347080-myosin_binder_rabbit_450to550_hotspot_1,13,5,-24.6 +/- 7.5,5,4.6 +/- 0.2,-47.1 +/- 1.6,-210.6 +/- 10.7,6.8 +/- 2.8,578.4 +/- 59.4,1476.6 +/- 48.2,0.3,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_450to550_hotspot_1_cluster5.pdb
myosin_binder_rabbit_500to600_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347081-myosin_binder_rabbit_500to600_hotspot_1,1,0,-46.9 +/- 7.6,52,0.9 +/- 0.9,-44.3 +/- 5.3,-283.4 +/- 55.7,3.2 +/- 3.0,508.3 +/- 36.9,1799.9 +/- 55.4,-1.9,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_500to600_hotspot_1_cluster0.pdb
myosin_binder_rabbit_500to600_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347081-myosin_binder_rabbit_500to600_hotspot_1,2,1,-38.6 +/- 3.8,41,8.7 +/- 0.1,-35.7 +/- 11.0,-298.1 +/- 41.7,-0.7 +/- 4.3,573.6 +/- 49.6,1672.1 +/- 49.8,-1.1,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_500to600_hotspot_1_cluster1.pdb
myosin_binder_rabbit_500to600_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347081-myosin_binder_rabbit_500to600_hotspot_1,8,2,-34.1 +/- 4.5,7,9.3 +/- 0.1,-36.8 +/- 1.2,-306.4 +/- 16.8,-1.2 +/- 2.3,652.1 +/- 39.5,1773.6 +/- 55.5,-0.7,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_500to600_hotspot_1_cluster2.pdb
myosin_binder_rabbit_500to600_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347081-myosin_binder_rabbit_500to600_hotspot_1,3,3,-31.9 +/- 7.3,12,5.6 +/- 0.5,-45.6 +/- 7.9,-252.3 +/- 36.0,-4.0 +/- 1.8,681.4 +/- 55.2,1609.4 +/- 50.3,-0.5,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_500to600_hotspot_1_cluster3.pdb
myosin_binder_rabbit_500to600_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347081-myosin_binder_rabbit_500to600_hotspot_1,7,4,-26.8 +/- 3.9,7,3.6 +/- 0.2,-34.6 +/- 3.6,-291.6 +/- 18.8,0.6 +/- 1.9,655.0 +/- 18.2,1741.4 +/- 46.9,0.0,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_500to600_hotspot_1_cluster4.pdb
myosin_binder_rabbit_500to600_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347081-myosin_binder_rabbit_500to600_hotspot_1,6,5,-23.8 +/- 9.1,8,16.1 +/- 0.1,-38.1 +/- 2.4,-176.3 +/- 16.0,2.4 +/- 1.9,471.9 +/- 49.0,1674.1 +/- 67.6,0.3,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_500to600_hotspot_1_cluster5.pdb
myosin_binder_rabbit_550to650_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347082-myosin_binder_rabbit_550to650_hotspot_1,3,0,-59.2 +/- 6.6,21,8.8 +/- 0.0,-36.8 +/- 3.0,-435.2 +/- 20.2,5.5 +/- 0.6,591.2 +/- 24.7,1737.4 +/- 57.8,-1.4,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_550to650_hotspot_1_cluster0.pdb
myosin_binder_rabbit_550to650_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347082-myosin_binder_rabbit_550to650_hotspot_1,4,1,-55.1 +/- 7.7,18,1.0 +/- 0.7,-43.2 +/- 8.0,-409.7 +/- 19.7,13.6 +/- 2.2,563.8 +/- 44.5,1696.0 +/- 104.0,-1.1,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_550to650_hotspot_1_cluster1.pdb
myosin_binder_rabbit_550to650_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347082-myosin_binder_rabbit_550to650_hotspot_1,9,2,-47.7 +/- 10.7,5,8.6 +/- 0.1,-41.5 +/- 7.3,-408.2 +/- 57.2,5.6 +/- 2.4,698.6 +/- 34.2,1676.1 +/- 96.4,-0.5,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_550to650_hotspot_1_cluster2.pdb
myosin_binder_rabbit_550to650_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347082-myosin_binder_rabbit_550to650_hotspot_1,5,3,-47.1 +/- 8.8,17,4.4 +/- 0.3,-53.2 +/- 5.7,-317.7 +/- 29.7,5.4 +/- 4.2,642.7 +/- 52.9,1823.2 +/- 88.0,-0.4,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_550to650_hotspot_1_cluster3.pdb
myosin_binder_rabbit_550to650_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347082-myosin_binder_rabbit_550to650_hotspot_1,2,4,-44.2 +/- 2.2,23,9.3 +/- 0.1,-44.5 +/- 1.2,-332.6 +/- 25.1,8.7 +/- 1.6,580.1 +/- 30.3,1810.6 +/- 37.6,-0.2,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_550to650_hotspot_1_cluster4.pdb
myosin_binder_rabbit_550to650_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347082-myosin_binder_rabbit_550to650_hotspot_1,1,5,-42.4 +/- 6.5,25,4.8 +/- 1.0,-35.0 +/- 1.7,-419.1 +/- 16.4,13.4 +/- 1.2,630.0 +/- 80.3,1739.1 +/- 29.1,-0.0,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_550to650_hotspot_1_cluster5.pdb
myosin_binder_rabbit_600to700_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347083-myosin_binder_rabbit_600to700_hotspot_1,2,0,-53.9 +/- 5.7,36,0.6 +/- 0.4,-48.8 +/- 4.6,-359.4 +/- 38.7,15.1 +/- 1.3,517.8 +/- 35.8,1783.7 +/- 59.2,-1.9,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_600to700_hotspot_1_cluster0.pdb
myosin_binder_rabbit_600to700_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347083-myosin_binder_rabbit_600to700_hotspot_1,1,1,-51.3 +/- 2.9,56,8.3 +/- 0.0,-51.8 +/- 3.0,-354.7 +/- 17.4,18.0 +/- 3.3,534.3 +/- 29.6,1914.4 +/- 31.6,-1.7,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_600to700_hotspot_1_cluster1.pdb
myosin_binder_rabbit_600to700_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347083-myosin_binder_rabbit_600to700_hotspot_1,4,2,-27.8 +/- 10.7,8,4.8 +/- 0.9,-46.7 +/- 8.5,-266.9 +/- 22.8,9.0 +/- 3.7,633.0 +/- 43.1,1626.5 +/- 19.0,-0.2,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_600to700_hotspot_1_cluster2.pdb
myosin_binder_rabbit_600to700_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347083-myosin_binder_rabbit_600to700_hotspot_1,6,3,-23.7 +/- 2.2,7,13.4 +/- 0.1,-42.9 +/- 9.5,-238.0 +/- 29.0,11.0 +/- 1.5,557.9 +/- 47.6,1763.7 +/- 59.1,0.1,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_600to700_hotspot_1_cluster3.pdb
myosin_binder_rabbit_600to700_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347083-myosin_binder_rabbit_600to700_hotspot_1,3,4,-21.9 +/- 6.3,11,9.5 +/- 0.2,-51.6 +/- 4.8,-211.8 +/- 62.0,7.3 +/- 2.4,648.1 +/- 50.3,1609.2 +/- 81.3,0.2,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_600to700_hotspot_1_cluster4.pdb
myosin_binder_rabbit_600to700_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347083-myosin_binder_rabbit_600to700_hotspot_1,5,5,-21.2 +/- 5.9,8,2.5 +/- 0.8,-38.3 +/- 6.5,-291.7 +/- 40.8,17.4 +/- 3.4,579.9 +/- 13.9,1576.8 +/- 69.4,0.2,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_600to700_hotspot_1_cluster5.pdb
myosin_binder_rabbit_650to750_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347084-myosin_binder_rabbit_650to750_hotspot_1,1,0,-35.2 +/- 1.7,24,1.3 +/- 1.3,-61.0 +/- 3.1,-175.0 +/- 12.6,9.6 +/- 1.9,512.6 +/- 32.7,1928.9 +/- 41.8,-1.9,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_650to750_hotspot_1_cluster0.pdb
myosin_binder_rabbit_650to750_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347084-myosin_binder_rabbit_650to750_hotspot_1,2,1,-30.4 +/- 3.1,22,8.9 +/- 0.1,-59.6 +/- 4.0,-146.7 +/- 20.4,8.9 +/- 6.7,496.4 +/- 61.8,1835.6 +/- 45.5,-1.4,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_650to750_hotspot_1_cluster1.pdb
myosin_binder_rabbit_650to750_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347084-myosin_binder_rabbit_650to750_hotspot_1,7,2,-24.9 +/- 6.7,7,9.8 +/- 0.2,-46.5 +/- 6.2,-156.0 +/- 26.3,0.3 +/- 3.1,525.2 +/- 101.5,1602.4 +/- 146.4,-0.9,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_650to750_hotspot_1_cluster2.pdb
myosin_binder_rabbit_650to750_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347084-myosin_binder_rabbit_650to750_hotspot_1,3,3,-14.5 +/- 2.9,11,9.3 +/- 0.1,-48.0 +/- 3.6,-182.6 +/- 28.0,9.5 +/- 1.6,606.2 +/- 23.1,1654.5 +/- 50.6,0.1,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_650to750_hotspot_1_cluster3.pdb
myosin_binder_rabbit_650to750_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347084-myosin_binder_rabbit_650to750_hotspot_1,12,4,-13.4 +/- 6.1,4,9.9 +/- 0.3,-56.7 +/- 6.0,-93.8 +/- 56.1,10.5 +/- 3.6,514.8 +/- 47.5,1791.6 +/- 4.2,0.2,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_650to750_hotspot_1_cluster4.pdb
myosin_binder_rabbit_650to750_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347084-myosin_binder_rabbit_650to750_hotspot_1,10,5,-12.0 +/- 9.2,4,13.7 +/- 0.2,-41.1 +/- 7.4,-233.1 +/- 40.2,15.4 +/- 2.4,602.6 +/- 68.8,1628.7 +/- 97.5,0.3,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_650to750_hotspot_1_cluster5.pdb
myosin_binder_rabbit_700to800_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347085-myosin_binder_rabbit_700to800_hotspot_1,13,0,-44.6 +/- 9.1,5,15.9 +/- 0.1,-51.9 +/- 2.1,-263.0 +/- 33.4,-1.4 +/- 3.0,612.7 +/- 50.4,1857.2 +/- 58.2,-1.3,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_700to800_hotspot_1_cluster0.pdb
myosin_binder_rabbit_700to800_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347085-myosin_binder_rabbit_700to800_hotspot_1,6,1,-43.8 +/- 3.5,11,15.9 +/- 0.1,-57.5 +/- 3.8,-174.9 +/- 21.6,5.3 +/- 1.1,434.1 +/- 29.4,1826.9 +/- 33.7,-1.1,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_700to800_hotspot_1_cluster1.pdb
myosin_binder_rabbit_700to800_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347085-myosin_binder_rabbit_700to800_hotspot_1,5,2,-43.0 +/- 18.2,13,1.7 +/- 1.3,-53.7 +/- 7.8,-201.7 +/- 24.3,6.0 +/- 1.1,450.3 +/- 69.1,1728.8 +/- 107.0,-1.0,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_700to800_hotspot_1_cluster2.pdb
myosin_binder_rabbit_700to800_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347085-myosin_binder_rabbit_700to800_hotspot_1,4,3,-42.9 +/- 7.5,14,14.3 +/- 0.1,-63.4 +/- 3.8,-194.4 +/- 16.6,-0.2 +/- 1.5,595.5 +/- 29.4,1689.0 +/- 46.0,-1.0,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_700to800_hotspot_1_cluster3.pdb
myosin_binder_rabbit_700to800_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347085-myosin_binder_rabbit_700to800_hotspot_1,7,4,-37.7 +/- 1.3,10,13.5 +/- 0.1,-59.2 +/- 6.3,-165.4 +/- 13.8,4.7 +/- 1.6,499.0 +/- 59.8,1742.3 +/- 115.7,-0.1,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_700to800_hotspot_1_cluster4.pdb
myosin_binder_rabbit_700to800_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347085-myosin_binder_rabbit_700to800_hotspot_1,1,5,-37.0 +/- 8.4,21,16.5 +/- 0.0,-55.6 +/- 9.6,-160.1 +/- 20.1,-6.5 +/- 2.8,571.5 +/- 93.3,1633.5 +/- 85.9,-0.0,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_700to800_hotspot_1_cluster5.pdb
myosin_binder_rabbit_750to850_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347086-myosin_binder_rabbit_750to850_hotspot_1,1,0,-46.2 +/- 2.3,24,10.1 +/- 0.2,-44.6 +/- 10.6,-306.6 +/- 29.1,5.3 +/- 4.6,544.4 +/- 61.0,1844.0 +/- 40.8,-2.1,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_750to850_hotspot_1_cluster0.pdb
myosin_binder_rabbit_750to850_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347086-myosin_binder_rabbit_750to850_hotspot_1,4,1,-40.9 +/- 8.6,21,4.1 +/- 0.4,-45.5 +/- 11.2,-313.9 +/- 26.1,6.1 +/- 1.4,612.9 +/- 46.8,1825.2 +/- 91.2,-1.5,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_750to850_hotspot_1_cluster1.pdb
myosin_binder_rabbit_750to850_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347086-myosin_binder_rabbit_750to850_hotspot_1,9,2,-27.0 +/- 5.1,6,13.6 +/- 0.1,-56.8 +/- 3.3,-164.6 +/- 18.4,1.7 +/- 2.1,610.0 +/- 58.9,1650.9 +/- 17.2,-0.1,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_750to850_hotspot_1_cluster2.pdb
myosin_binder_rabbit_750to850_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347086-myosin_binder_rabbit_750to850_hotspot_1,2,3,-26.6 +/- 2.5,23,10.0 +/- 0.2,-38.6 +/- 3.9,-301.1 +/- 27.7,-1.7 +/- 3.6,739.7 +/- 54.5,1501.4 +/- 57.3,-0.0,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_750to850_hotspot_1_cluster3.pdb
myosin_binder_rabbit_750to850_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347086-myosin_binder_rabbit_750to850_hotspot_1,3,4,-25.5 +/- 1.9,22,5.2 +/- 1.2,-49.0 +/- 8.1,-256.5 +/- 51.3,-1.7 +/- 4.5,764.1 +/- 98.3,1575.6 +/- 57.7,0.1,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_750to850_hotspot_1_cluster4.pdb
myosin_binder_rabbit_750to850_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347086-myosin_binder_rabbit_750to850_hotspot_1,5,5,-25.4 +/- 3.3,12,13.3 +/- 0.2,-42.6 +/- 7.1,-188.8 +/- 33.9,-0.8 +/- 1.6,557.3 +/- 50.8,1552.9 +/- 34.0,0.1,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_750to850_hotspot_1_cluster5.pdb
myosin_binder_rabbit_800to900_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347087-myosin_binder_rabbit_800to900_hotspot_1,5,0,-21.1 +/- 4.7,10,16.6 +/- 0.1,-44.4 +/- 5.4,-189.7 +/- 28.8,9.5 +/- 1.9,518.2 +/- 76.9,1744.8 +/- 72.9,-1.4,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_800to900_hotspot_1_cluster0.pdb
myosin_binder_rabbit_800to900_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347087-myosin_binder_rabbit_800to900_hotspot_1,6,1,-16.7 +/- 3.3,7,13.5 +/- 0.3,-55.2 +/- 8.8,-115.3 +/- 28.9,6.9 +/- 1.6,546.5 +/- 54.4,1765.5 +/- 118.9,-1.0,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_800to900_hotspot_1_cluster1.pdb
myosin_binder_rabbit_800to900_hotspot_1,https://wenmr.science.uu.nl/haddock2.4/result/6886575225/347087-myosin_binder_rabbit_800to900_hotspot_1,4,2,-16.2 +/- 3.6,17,15.4 +/- 0.4,-55.9 +/- 7.8,-97.6 +/- 41.3,9.2 +/- 3.1,500.3 +/- 34.8,1784.4 +/- 85.9,-0.9,/Users/yitongtseo/Documents/GitHub/ethical_necromancy/nanobody_design_scratch/pdb_files/HADDOCK_results/myosin_binder_rabbit_800to900_hotspot_1_cluster2.pdb
