,Word,Frequency,POS
1220,shepherd,132,Noun
1221,want,132,Noun
1222,task,131,Noun
1223,apartment,131,Noun
1224,hurry,131,Noun
1225,cabin,131,Noun
1226,wickedness,131,Noun
1227,fond,131,Noun
1228,rope,131,Noun
1229,title,130,Noun
1230,frame,130,Noun
1231,motor,130,Noun
1232,hundred,130,Noun
1233,haste,130,Noun
1234,assembly,129,Noun
1235,steel,129,Noun
1236,advice,129,Noun
1237,lesson,129,Noun
1238,merchant,129,Noun
1239,supply,129,Noun
1240,suspicion,129,Noun
1241,address,128,Noun
1242,wage,128,Noun
1243,see,128,Noun
1244,sentence,128,Noun
1245,thinking,128,Noun
1246,tender,128,Noun
1247,manasseh,128,Noun
1248,estate,127,Noun
1249,absence,127,Noun
1250,application,127,Noun
1251,device,127,Noun
1252,ability,127,Noun
1253,brook,127,Noun
1254,supper,127,Noun
1255,page,127,Noun
1256,collection,127,Noun
1257,sanctuary,127,Noun
1258,grey,127,Noun
1259,blessing,127,Noun
1260,gospel,127,Noun
1261,symbol,126,Noun
1262,relief,126,Noun
1263,mary,126,Noun
1264,agent,126,Noun
1265,scheme,126,Noun
1266,rich,126,Noun
1267,herd,126,Noun
1268,wound,126,Noun
1269,ferrars,126,Noun
1270,macb,126,Noun
1271,arrangement,125,Noun
1272,expectation,125,Noun
1273,conviction,125,Noun
1274,someone,125,Noun
1275,distress,125,Noun
1276,preparation,125,Noun
1277,fowl,125,Noun
1278,security,124,Noun
1279,explanation,124,Noun
1280,crime,124,Noun
1281,philosophy,124,Noun
1282,provision,124,Noun
1283,opening,124,Noun
1284,player,124,Noun
1285,writing,124,Noun
1286,league,123,Noun
1287,connection,123,Noun
1288,attachment,123,Noun
1289,belief,123,Noun
1290,beam,123,Noun
1291,pipe,123,Noun
1292,author,123,Noun
1293,cat,123,Noun
1294,reflection,123,Noun
1295,tale,123,Noun
1296,bru,123,Noun
1297,reply,122,Noun
1298,intention,122,Noun
1299,merit,122,Noun
1300,signal,122,Noun
1301,invitation,122,Noun
1302,arrow,122,Noun
1303,roman,122,Noun
1304,laugh,122,Noun
1305,flambeau,122,Noun
1306,director,121,Noun
1307,policeman,121,Noun
1308,stay,121,Noun
1309,fate,121,Noun
1310,analysis,121,Noun
1311,victory,121,Noun
1312,foe,121,Noun
1313,prospect,121,Noun
1314,patience,121,Noun
1315,editor,121,Noun
1316,savage,121,Noun
1317,hence,121,Noun
1318,hen,121,Noun
1319,fit,120,Noun
1320,crisis,120,Noun
1321,match,120,Noun
1322,column,120,Noun
1323,inquiry,120,Noun
1324,oath,120,Noun
1325,goodness,120,Noun
1326,"),",120,Noun
1327,corp,119,Noun
1328,radio,119,Noun
1329,grove,119,Noun
1330,maker,119,Noun
1331,comrade,119,Noun
1332,scribe,119,Noun
1333,corporation,118,Noun
1334,capital,118,Noun
1335,balance,118,Noun
1336,bay,118,Noun
1337,reference,118,Noun
1338,safety,118,Noun
1339,rome,118,Noun
1340,doctrine,118,Noun
1341,hint,118,Noun
1342,blind,118,Noun
1343,affliction,118,Noun
1344,gas,117,Noun
1345,hamlet,117,Noun
1346,advance,117,Noun
1347,trip,117,Noun
1348,lake,117,Noun
1349,aunt,117,Noun
1350,apple,117,Noun
1351,serpent,117,Noun
1352,reproach,117,Noun
1353,gain,116,Noun
1354,pause,116,Noun
1355,disease,116,Noun
1356,divine,116,Noun
1357,landlord,116,Noun
1358,assure,116,Noun
1359,hartfield,116,Noun
1360,assyria,116,Noun
1361,grant,115,Noun
1362,accident,115,Noun
1363,luck,115,Noun
1364,reading,115,Noun
1365,b,115,Noun
1366,carpenter,115,Noun
1367,gregory,115,Noun
1368,ten,115,Noun
1369,courage,115,Noun
1370,cold,115,Noun
1371,payment,114,Noun
1372,description,114,Noun
1373,start,114,Noun
1374,instruction,114,Noun
1375,interpretation,114,Noun
1376,contrast,114,Noun
1377,forehead,114,Noun
1378,prey,114,Noun
1379,nay,114,Noun
1380,response,113,Noun
1381,hearing,113,Noun
1382,requirement,113,Noun
1383,public,113,Noun
1384,reader,113,Noun
1385,household,113,Noun
1386,concept,113,Noun
1387,labour,113,Noun
1388,cheek,113,Noun
1389,egyptian,113,Noun
1390,brow,113,Noun
1391,rejoice,113,Noun
1392,*,113,Noun
1393,request,112,Noun
1394,facility,112,Noun
1395,lack,112,Noun
1396,hunter,112,Noun
1397,search,112,Noun
1398,sent,112,Noun
1399,roll,112,Noun
1400,linen,112,Noun
1401,vine,112,Noun
1402,jem,112,Noun
1403,aj,111,Noun
1404,henry,111,Noun
1405,skill,111,Noun
1406,sheet,111,Noun
1407,pace,111,Noun
1408,shelter,111,Noun
1409,pure,111,Noun
1410,slave,111,Noun
1411,content,111,Noun
1412,honey,111,Noun
1413,as,111,Noun
1414,suit,110,Noun
1415,campaign,110,Noun
1416,lawrence,110,Noun
1417,proposal,110,Noun
1418,team,110,Noun
1419,sum,110,Noun
1420,singer,110,Noun
1421,worship,110,Noun
1422,mankind,110,Noun
1423,discovery,110,Noun
1424,laughter,110,Noun
1425,sit,110,Noun
1426,incense,110,Noun
1427,breadth,110,Noun
1428,anxiety,110,Noun
1429,joab,110,Noun
1430,failure,109,Noun
1431,profit,109,Noun
1432,goal,109,Noun
1433,cow,109,Noun
1434,present,109,Noun
1435,plenty,109,Noun
1436,latter,109,Noun
1437,profession,109,Noun
1438,comparison,109,Noun
1439,jeremiah,109,Noun
1440,therein,109,Noun
1441,session,108,Noun
1442,lawyer,108,Noun
1443,benefit,108,Noun
1444,stress,108,Noun
1445,ash,108,Noun
1446,prisoner,108,Noun
1447,duke,108,Noun
1448,curtain,108,Noun
1449,leviathan,108,Noun
1450,harpoon,108,Noun
1451,haue,108,Noun
1452,creation,107,Noun
1453,bench,107,Noun
1454,drive,107,Noun
1455,hal,107,Noun
1456,custom,107,Noun
1457,thank,107,Noun
1458,castle,107,Noun
1459,spoil,107,Noun
1460,wilt,107,Noun
1461,).,107,Noun
1462,evan,107,Noun
1463,official,106,Noun
1464,move,106,Noun
1465,offer,106,Noun
1466,string,106,Noun
1467,lane,106,Noun
1468,fountain,106,Noun
1469,wealth,106,Noun
1470,rage,106,Noun
1471,poetry,106,Noun
1472,dwelt,106,Noun
1473,management,105,Noun
1474,gesture,105,Noun
1475,struggle,105,Noun
1476,dignity,105,Noun
1477,forty,105,Noun
1478,transgression,105,Noun
1479,stood,105,Noun
1480,highbury,105,Noun
1481,j.,104,Noun
1482,construction,104,Noun
1483,midnight,104,Noun
1484,second,104,Noun
1485,phase,104,Noun
1486,rifle,104,Noun
1487,tool,104,Noun
1488,angle,104,Noun
1489,misery,104,Noun
1490,famine,104,Noun
1491,hear,104,Noun
1492,harp,104,Noun
1493,employment,103,Noun
1494,scale,103,Noun
1495,driver,103,Noun
1496,spread,103,Noun
1497,improvement,103,Noun
1498,sure,103,Noun
1499,e,103,Noun
1500,amen,103,Noun
1501,arise,103,Noun
1502,desolate,103,Noun
1503,samaria,103,Noun
1504,honor,102,Noun
1505,tomorrow,102,Noun
1506,atmosphere,102,Noun
1507,palm,102,Noun
1508,cap,102,Noun
1509,porch,102,Noun
1510,horror,102,Noun
1511,spear,102,Noun
1512,cometh,102,Noun
1513,hor,102,Noun
1514,tea,101,Noun
1515,dr.,101,Noun
1516,truck,101,Noun
1517,miracle,101,Noun
1518,candle,101,Noun
1519,radiation,101,Noun
1520,probability,101,Noun
1521,guess,101,Noun
1522,wit,101,Noun
1523,jeroboam,101,Noun
1524,flask,101,Noun
1525,didst,101,Noun
1526,distribution,100,Noun
1527,capacity,100,Noun
1528,politics,100,Noun
1529,vehicle,100,Noun
1530,status,100,Noun
1531,visitor,100,Noun
1532,contact,100,Noun
1533,coffee,100,Noun
1534,meal,100,Noun
1535,pilot,100,Noun
1536,engine,100,Noun
1537,cake,100,Noun
1538,harm,100,Noun
1539,intelligence,100,Noun
1540,ice,100,Noun
1541,behaviour,100,Noun
1542,musgrove,100,Noun
1543,globe,99,Noun
1544,score,99,Noun
1545,identity,99,Noun
1546,indignation,99,Noun
1547,revolution,99,Noun
1548,smell,99,Noun
1549,rabbit,99,Noun
1550,womb,99,Noun
1551,objection,98,Noun
1552,strike,98,Noun
1553,jazz,98,Noun
1554,pardon,98,Noun
1555,shock,98,Noun
1556,isaac,98,Noun
1557,abundance,98,Noun
1558,astonishment,98,Noun
1559,apostle,98,Noun
1560,shield,98,Noun
1561,pharisee,98,Noun
1562,planning,97,Noun
1563,american,97,Noun
1564,lead,97,Noun
1565,count,97,Noun
1566,behavior,97,Noun
1567,desk,97,Noun
1568,library,97,Noun
1569,china,97,Noun
1570,independence,97,Noun
1571,desert,97,Noun
1572,stead,97,Noun
1573,jury,96,Noun
1574,customer,96,Noun
1575,mission,96,Noun
1576,mood,96,Noun
1577,resource,96,Noun
1578,june,96,Noun
1579,plate,96,Noun
1580,prize,96,Noun
1581,chest,96,Noun
1582,combination,96,Noun
1583,index,96,Noun
1584,papa,96,Noun
1585,phrase,96,Noun
1586,reign,96,Noun
1587,craft,96,Noun
1588,punishment,96,Noun
1589,remnant,96,Noun
1590,macian,96,Noun
1591,economy,95,Noun
1592,rhode,95,Noun
1593,distinction,95,Noun
1594,trick,95,Noun
1595,wagon,95,Noun
1596,troop,95,Noun
1597,cedar,95,Noun
1598,cast,95,Noun
1599,trespass,95,Noun
1600,besides,95,Noun
1601,exercise,95,Noun
1602,hither,95,Noun
1603,heap,95,Noun
1604,die,95,Noun
1605,chimney,95,Noun
1606,jonathan,95,Noun
1607,selfe,95,Noun
1608,contract,94,Noun
1609,appeal,94,Noun
1610,glad,94,Noun
1611,solution,94,Noun
1612,sport,94,Noun
1613,arrival,94,Noun
1614,pole,94,Noun
1615,grape,94,Noun
1616,didn't,94,Noun
1617,emperor,94,Noun
1618,sentiment,94,Noun
1619,admiration,94,Noun
1620,lock,94,Noun
1621,boot,94,Noun
1622,dominion,94,Noun
1623,archer,94,Noun
1624,talbot,94,Noun
1625,port,93,Noun
1626,leadership,93,Noun
1627,barbara,93,Noun
1628,stroke,93,Noun
1629,limit,93,Noun
1630,pasture,93,Noun
1631,steele,93,Noun
1632,exception,92,Noun
1633,career,92,Noun
1634,bush,92,Noun
1635,a.,92,Noun
1636,mention,92,Noun
1637,triumph,92,Noun
1638,i'm,92,Noun
1639,painting,92,Noun
1640,exchange,92,Noun
1641,grain,92,Noun
1642,cover,92,Noun
1643,compassion,92,Noun
1644,enjoyment,92,Noun
1645,murderer,92,Noun
1646,spectacle,92,Noun
1647,monster,92,Noun
1648,canaan,92,Noun
1649,jonah,92,Noun
1650,paradise,91,Noun
1651,disposition,91,Noun
1652,partner,91,Noun
1653,think,91,Noun
1654,theme,91,Noun
1655,bomb,91,Noun
1656,feel,91,Noun
1657,dan,91,Noun
1658,employee,91,Noun
1659,hate,91,Noun
1660,objective,91,Noun
1661,escape,91,Noun
1662,stuff,91,Noun
1663,coal,91,Noun
1664,cloth,91,Noun
1665,compliment,91,Noun
1666,shark,91,Noun
1667,gilead,91,Noun
1668,formula,90,Noun
1669,speaking,90,Noun
1670,s.,90,Noun
1671,blade,90,Noun
1672,province,90,Noun
1673,fifty,90,Noun
1674,alarm,90,Noun
1675,coffin,90,Noun
1676,foam,90,Noun
1677,ben,89,Noun
1678,isle,89,Noun
1679,vengeance,89,Noun
1680,remembrance,89,Noun
1681,atonement,89,Noun
1682,ammon,89,Noun
1683,platform,88,Noun
1684,suggestion,88,Noun
1685,panel,88,Noun
1686,dick,88,Noun
1687,muscle,88,Noun
1688,thomas,88,Noun
1689,egg,88,Noun
1690,sinner,88,Noun
1691,flag,88,Noun
1692,proportion,88,Noun
1693,p,88,Noun
1694,measurement,88,Noun
1695,beneath,88,Noun
1696,habitation,88,Noun
1697,firstborn,88,Noun
1698,vote,87,Noun
1699,highway,87,Noun
1700,pay,87,Noun
1701,copy,87,Noun
1702,philip,87,Noun
1703,faculty,87,Noun
1704,venture,87,Noun
1705,shell,87,Noun
1706,protection,87,Noun
1707,wheat,87,Noun
1708,ill,87,Noun
1709,curve,87,Noun
1710,nantucket,87,Noun
1711,dwell,87,Noun
1712,keeper,87,Noun
1713,million,86,Noun
1714,folk,86,Noun
1715,railroad,86,Noun
1716,providence,86,Noun
1717,builder,86,Noun
1718,virginia,86,Noun
1719,meadow,86,Noun
1720,dozen,86,Noun
1721,concert,86,Noun
1722,sweet,86,Noun
1723,franklin,86,Noun
1724,detective,86,Noun
1725,chairman,85,Noun
1726,file,85,Noun
1727,weakness,85,Noun
1728,uniform,85,Noun
1729,atom,85,Noun
1730,pursuit,85,Noun
1731,engineer,85,Noun
1732,heel,85,Noun
1733,gratitude,85,Noun
1734,location,85,Noun
1735,offence,85,Noun
1736,henrietta,85,Noun
1737,cassi,85,Noun
1738,telephone,84,Noun
1739,inn,84,Noun
1740,elephant,84,Noun
1741,background,84,Noun
1742,drum,84,Noun
1743,perry,84,Noun
1744,vow,84,Noun
1745,calm,84,Noun
1746,blanket,84,Noun
1747,consciousness,84,Noun
1748,verse,84,Noun
1749,suffering,84,Noun
1750,satan,84,Noun
1751,shout,84,Noun
1752,cord,84,Noun
1753,barton,84,Noun
1754,jackal,84,Noun
1755,investigation,83,Noun
1756,candidate,83,Noun
1757,jones,83,Noun
1758,site,83,Noun
1759,loan,83,Noun
1760,feed,83,Noun
1761,asia,83,Noun
1762,royal,83,Noun
1763,flash,83,Noun
1764,pioneer,83,Noun
1765,slaughter,83,Noun
1766,characteristic,83,Noun
1767,furniture,83,Noun
1768,flow,83,Noun
1769,charm,83,Noun
1770,sample,83,Noun
1771,medium,83,Noun
1772,camel,83,Noun
1773,snake,83,Noun
1774,limb,83,Noun
1775,isabella,83,Noun
1776,delay,82,Noun
1777,track,82,Noun
1778,female,82,Noun
1779,chase,82,Noun
1780,sugar,82,Noun
1781,risk,82,Noun
1782,jacket,82,Noun
1783,missile,82,Noun
1784,barn,82,Noun
1785,penny,82,Noun
1786,adventure,82,Noun
1787,ignorance,82,Noun
1788,purple,82,Noun
1789,burning,82,Noun
1790,mischief,82,Noun
1791,speaker,81,Noun
1792,tension,81,Noun
1793,sensation,81,Noun
1794,bowl,81,Noun
1795,component,81,Noun
1796,machinery,81,Noun
1797,faint,81,Noun
1798,warmth,81,Noun
1799,ruin,81,Noun
1800,publication,81,Noun
1801,despair,81,Noun
1802,bosom,81,Noun
1803,;--,81,Noun
1804,achievement,80,Noun
1805,decade,80,Noun
1806,fly,80,Noun
1807,germany,80,Noun
1808,dancer,80,Noun
1809,bride,80,Noun
1810,chicago,80,Noun
1811,hardy,80,Noun
1812,jet,80,Noun
1813,bullet,80,Noun
1814,hedge,80,Noun
1815,almighty,80,Noun
1816,wherein,80,Noun
1817,conflict,79,Noun
1818,cape,79,Noun
1819,proud,79,Noun
1820,purchase,79,Noun
1821,ceremony,79,Noun
1822,break,79,Noun
1823,charity,79,Noun
1824,indifference,79,Noun
1825,factory,79,Noun
1826,robe,79,Noun
1827,calf,79,Noun
1828,deep,79,Noun
1829,fisherman,79,Noun
1830,rachel,79,Noun
1831,heed,79,Noun
1832,],79,Noun
1833,establishment,78,Noun
1834,felix,78,Noun
1835,threat,78,Noun
1836,load,78,Noun
1837,st.,78,Noun
1838,try,78,Noun
1839,giant,78,Noun
1840,personality,78,Noun
1841,cole,78,Noun
1842,wheeler,78,Noun
1843,ivory,78,Noun
1844,sorry,78,Noun
1845,hers,78,Noun
1846,excuse,78,Noun
1847,joke,78,Noun
1848,turtle,78,Noun
1849,lance,78,Noun
1850,loin,78,Noun
1851,hung,78,Noun
1852,drinking,78,Noun
1853,horseman,78,Noun
1854,fig,78,Noun
1855,randalls,78,Noun
1856,exeunt,78,Noun
1857,loue,78,Noun
1858,representative,77,Noun
1859,contribution,77,Noun
1860,emphasis,77,Noun
1861,manufacturer,77,Noun
1862,stop,77,Noun
1863,novel,77,Noun
1864,beat,77,Noun
1865,rush,77,Noun
1866,coin,77,Noun
1867,culture,77,Noun
1868,assurance,77,Noun
1869,rent,77,Noun
1870,likeness,77,Noun
1871,worm,77,Noun
1872,humour,77,Noun
1873,pip,77,Noun
1874,vice,76,Noun
1875,target,76,Noun
1876,mill,76,Noun
1877,syria,76,Noun
1878,campbell,76,Noun
1879,arch,76,Noun
1880,socket,76,Noun
1881,metal,76,Noun
1882,hail,76,Noun
1883,ambition,76,Noun
1884,humanity,76,Noun
1885,quantity,76,Noun
1886,plank,76,Noun
1887,fox,76,Noun
1888,specie,76,Noun
1889,sigh,76,Noun
1890,thick,76,Noun
1891,grief,76,Noun
1892,queer,76,Noun
1893,passover,76,Noun
1894,leonora,76,Noun
1895,opposition,75,Noun
1896,berlin,75,Noun
1897,significance,75,Noun
1898,inclination,75,Noun
1899,fence,75,Noun
1900,magazine,75,Noun
1901,assignment,75,Noun
1902,taylor,75,Noun
1903,membership,75,Noun
1904,simplicity,75,Noun
1905,singing,75,Noun
1906,horizon,75,Noun
1907,afraid,75,Noun
1908,marquis,75,Noun
1909,thither,75,Noun
1910,selah,75,Noun
1911,personnel,74,Noun
1912,worth,74,Noun
1913,daniel,74,Noun
1914,unity,74,Noun
1915,disappointment,74,Noun
1916,scripture,74,Noun
1917,stretch,74,Noun
1918,nerve,74,Noun
1919,drawing,74,Noun
1920,dawn,74,Noun
1921,incident,74,Noun
1922,workman,74,Noun
1923,beef,74,Noun
1924,actor,74,Noun
1925,tiger,74,Noun
1926,galilee,74,Noun
1927,reach,74,Noun
1928,synagogue,74,Noun
1929,em,74,Noun
1930,oar,74,Noun
1931,rory,74,Noun
1932,automobile,73,Noun
1933,paris,73,Noun
1934,neighbor,73,Noun
1935,ordinance,73,Noun
1936,traffic,73,Noun
1937,meet,73,Noun
1938,pitch,73,Noun
1939,intensity,73,Noun
1940,excitement,73,Noun
1941,comment,73,Noun
1942,neighborhood,73,Noun
1943,sunset,73,Noun
1944,peril,73,Noun
1945,particle,73,Noun
1946,sing,73,Noun
1947,lightning,73,Noun
1948,mock,73,Noun
1949,shilling,73,Noun
1950,fishery,73,Noun
1951,didn,73,Noun
1952,frederick,73,Noun
1953,amorites,73,Noun
1954,jr.,72,Noun
1955,recommendation,72,Noun
1956,constitution,72,Noun
1957,commerce,72,Noun
1958,revenue,72,Noun
1959,completion,72,Noun
1960,tendency,72,Noun
1961,empire,72,Noun
1962,champion,72,Noun
1963,prairie,72,Noun
1964,tribute,72,Noun
1965,decree,72,Noun
1966,pine,72,Noun
1967,yoke,72,Noun
1968,desolation,72,Noun
1969,tide,72,Noun
1970,cave,72,Noun
1971,mist,72,Noun
1972,planet,72,Noun
1973,dim,72,Noun
1974,scarlet,72,Noun
1975,anarchist,72,Noun
1976,thorn,72,Noun
1977,dew,72,Noun
1978,esau,72,Noun
1979,ward,71,Noun
1980,expert,71,Noun
1981,origin,71,Noun
1982,gay,71,Noun
1983,dwelling,71,Noun
1984,noon,71,Noun
1985,porter,71,Noun
1986,guy,71,Noun
1987,california,71,Noun
1988,particular,71,Noun
1989,butter,71,Noun
1990,trap,71,Noun
1991,barrel,71,Noun
1992,breeze,71,Noun
1993,bent,71,Noun
1994,childhood,71,Noun
1995,pencil,71,Noun
1996,reuben,71,Noun
1997,cassius,71,Noun
1998,hammer,71,Noun
1999,pigeon,71,Noun
2000,croft,71,Noun
2001,canaanite,71,Noun
2002,peleg,71,Noun
2003,sepulchre,71,Noun
2004,welfare,70,Noun
2005,c.,70,Noun
2006,close,70,Noun
2007,tragedy,70,Noun
2008,coach,70,Noun
2009,doings,70,Noun
2010,communism,70,Noun
2011,harvest,70,Noun
2012,flour,70,Noun
2013,bring,70,Noun
2014,musician,70,Noun
2015,version,70,Noun
2016,seal,70,Noun
2017,temptation,70,Noun
2018,forward,70,Noun
2019,lung,70,Noun
2020,likewise,70,Noun
2021,exit,70,Noun
2022,harville,70,Noun
2023,majority,69,Noun
2024,maintenance,69,Noun
2025,removal,69,Noun
2026,michael,69,Noun
2027,separation,69,Noun
2028,avenue,69,Noun
2029,statue,69,Noun
2030,marine,69,Noun
2031,eagle,69,Noun
2032,entry,69,Noun
2033,fame,69,Noun
2034,dealer,69,Noun
2035,sympathy,69,Noun
2036,sore,69,Noun
2037,pale,69,Noun
2038,whisper,69,Noun
2039,compass,69,Noun
2040,snare,69,Noun
2041,edom,69,Noun
2042,whalemen,69,Noun
2043,berry,68,Noun
2044,allowance,68,Noun
2045,introduction,68,Noun
2046,pacific,68,Noun
2047,mad,68,Noun
2048,herb,68,Noun
2049,bedroom,68,Noun
2050,complaint,68,Noun
2051,dread,68,Noun
2052,tube,68,Noun
2053,scholar,68,Noun
2054,aircraft,68,Noun
2055,bulk,68,Noun
2056,chin,68,Noun
2057,strife,68,Noun
2058,obedience,68,Noun
2059,hanover,68,Noun
2060,timber,68,Noun
2061,he'd,68,Noun
2062,cask,68,Noun
2063,tidings,68,Noun
2064,?--,68,Noun
2065,gad,68,Noun
2066,doth,68,Noun
2067,chaldean,68,Noun
2068,bursal,68,Noun
2069,senate,67,Noun
2070,general,67,Noun
2071,fort,67,Noun
2072,boston,67,Noun
2073,injury,67,Noun
2074,mercer,67,Noun
2075,restaurant,67,Noun
2076,commander,67,Noun
2077,operator,67,Noun
2078,assumption,67,Noun
2079,autumn,67,Noun
2080,variation,67,Noun
2081,continent,67,Noun
2082,tune,67,Noun
2083,ancient,67,Noun
2084,aim,67,Noun
2085,shower,67,Noun
2086,seaman,67,Noun
2087,saying,67,Noun
2088,spout,67,Noun
2089,antony,67,Noun
2090,anode,67,Noun
2091,ay,67,Noun
2092,b.,66,Noun
2093,pistol,66,Noun
2094,hudson,66,Noun
2095,guilt,66,Noun
2096,favor,66,Noun
2097,trend,66,Noun
2098,acre,66,Noun
2099,acceptance,66,Noun
2100,interview,66,Noun
2101,switch,66,Noun
2102,impact,66,Noun
2103,strip,66,Noun
2104,sooner,66,Noun
2105,theatre,66,Noun
2106,catholic,66,Noun
2107,bless,66,Noun
2108,greatness,66,Noun
2109,print,66,Noun
2110,exertion,66,Noun
2111,recollection,66,Noun
2112,ho,66,Noun
2113,supplication,66,Noun
2114,dost,66,Noun
2115,loveit,66,Noun
2116,bildad,66,Noun
2117,tuesday,65,Noun
2118,text,65,Noun
2119,innocence,65,Noun
2120,lao,65,Noun
2121,headquarters,65,Noun
2122,theater,65,Noun
2123,average,65,Noun
2124,check,65,Noun
2125,majesty,65,Noun
2126,rib,65,Noun
2127,fin,65,Noun
2128,certainty,65,Noun
2129,phenomenon,65,Noun
2130,civilization,65,Noun
2131,ideal,65,Noun
2132,otter,65,Noun
2133,wicked,65,Noun
2134,agitation,65,Noun
2135,mar,65,Noun
2136,j,65,Noun
2137,civility,65,Noun
2138,cherubims,65,Noun
2139,carcase,65,Noun
2140,hezekiah,65,Noun
2141,margery,65,Noun
2142,budget,64,Noun
2143,russia,64,Noun
2144,india,64,Noun
2145,reserve,64,Noun
2146,victim,64,Noun
2147,yankee,64,Noun
2148,christmas,64,Noun
2149,butler,64,Noun
2150,fair,64,Noun
2151,concentration,64,Noun
2152,competition,64,Noun
2153,resistance,64,Noun
2154,elizabeth,64,Noun
2155,dish,64,Noun
2156,amusement,64,Noun
2157,refuge,64,Noun
2158,furnace,64,Noun
2159,procession,64,Noun
2160,centre,64,Noun
2161,liveth,64,Noun
2162,absalom,64,Noun
2163,monday,63,Noun
2164,estimate,63,Noun
2165,contempt,63,Noun
2166,pin,63,Noun
2167,clerk,63,Noun
2168,july,63,Noun
2169,consent,63,Noun
2170,ours,63,Noun
2171,p.m.,63,Noun
2172,oak,63,Noun
2173,wire,63,Noun
2174,cotton,63,Noun
2175,interference,63,Noun
2176,mantle,63,Noun
2177,candlestick,63,Noun
2178,babe,63,Noun
2179,strain,63,Noun
2180,beer,63,Noun
2181,baker,63,Noun
2182,travel,63,Noun
2183,swift,63,Noun
2184,legend,63,Noun
2185,debt,63,Noun
2186,syrian,63,Noun
2187,patch,63,Noun
2188,pond,63,Noun
2189,bowel,63,Noun
2190,levi,63,Noun
2191,",--",63,Noun
2192,warning,62,Noun
2193,housing,62,Noun
2194,richard,62,Noun
2195,bid,62,Noun
2196,khrushchev,62,Noun
2197,december,62,Noun
2198,network,62,Noun
2199,opera,62,Noun
2200,orchestra,62,Noun
2201,harbor,62,Noun
2202,crop,62,Noun
